filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
E:\LICENTA\instruments_equalised\Acoustic_guitar\35039ae1.wav,66150,0.14677562,0.07646829,0.018127484,0.0007637071,1131.832193332546,129476.47303562623,1433.2126369098858,138414.27930037735,1981.9657076322114,714798.4396772623,0.05229867788461538,0.0013583412396131886,0.13391124,0.065401115,0,-571.55597,11394.642,56.635418,93.105515,-11.86213,514.22174,5.5741577,361.59943,5.675231,167.60136,1.4087646,279.53082,-7.882542,196.65897,2.4655657,99.83922,-2.976061,78.72575,-8.138875,35.750008,-5.063105,31.330143,-6.757725,165.94856,-2.7035775,43.798843,-8.978266,32.40168,-10.610496,67.14454,-6.7270913,57.354183,-11.070823,109.15296,-8.536911,87.02031,8.598267,41.61537,30.383015,93.98356,Acoustic_guitar
E:\LICENTA\instruments_equalised\Acoustic_guitar\367ad7b1.wav,66150,0.24754286,0.08397621,0.07834697,0.0036127942,584.5988229929259,88158.84937898153,643.1106472673956,106119.92083621441,1073.3473557692307,378454.39224835683,0.03194110576923077,0.0004849279279539571,0.12378063,0.06801169,117.45383522727273,-406.8369,12489.35,143.34589,951.02966,15.630665,2113.2156,-4.6524453,438.2956,-6.540894,216.68112,-14.20006,149.79202,-9.040051,264.42297,10.020266,24.801575,12.203226,57.561584,-8.113743,41.223392,-17.059368,19.014164,-12.383386,123.946686,-14.679246,29.377516,-7.8021674,19.131903,2.6989224,79.68718,-2.0891724,10.427191,-6.729339,27.051712,-7.7304163,21.473166,-12.595985,50.30914,-10.558549,59.229733,Acoustic_guitar
E:\LICENTA\instruments_equalised\Acoustic_guitar\38216fad.wav,66150,0.43290085,0.088306926,0.079502545,0.003735063,762.6694615515328,364604.12060523673,1215.114334854104,294834.04841940664,1306.1544095552886,2436079.5013907743,0.03546424278846154,0.0003409317400328506,0.18371469,0.04958225,117.45383522727273,-323.09042,14136.699,166.33269,986.23004,41.576088,703.29553,25.586124,26.483856,13.899648,33.09026,8.886386,18.656607,2.8144217,21.496693,6.374419,33.262447,6.197952,24.717371,-2.9377253,30.881042,-24.697641,85.96594,-17.663385,38.197094,-8.335472,21.514359,-8.1805,102.643326,-2.3568716,66.34372,8.334397,67.11651,9.180178,26.760693,-0.3553279,32.28746,3.512315,24.071589,0.32050434,16.417456,Acoustic_guitar
E:\LICENTA\instruments_equalised\Acoustic_guitar\44fb3eeb.wav,66150,0.11439956,0.07588809,0.1309107,0.013638219,954.8482158871832,72244.81495665747,709.113814045492,123362.61870274617,1164.0352689302886,459562.14383597183,0.07874098557692308,0.00029297811745186524,0.097923644,0.07374429,0,-416.63882,7000.0176,80.06283,508.41718,3.2949367,156.01836,-25.84561,204.76346,-31.0346,106.55016,-18.581923,56.527103,-10.767524,36.447453,-4.698591,34.94732,-4.2217884,14.514513,-9.593066,40.396324,-15.256297,59.69049,-9.588954,18.504969,6.272927,10.051711,24.110533,24.30029,31.913296,47.954475,18.83587,19.941748,-9.862522,25.728561,-29.215145,41.382324,-19.83483,59.04469,6.038112,19.604805,Acoustic_guitar
E:\LICENTA\instruments_equalised\Acoustic_guitar\55822aae.wav,66150,0.2613021,0.09656487,0.17737696,0.0019900734,1713.9847362371054,851710.0048145291,2046.976465387456,420008.00861056894,3612.3604642427886,5098955.317095927,0.05164888822115385,0.0007330977564027324,0.19767547,0.044257738,123.046875,-147.52924,4485.6606,124.49455,1785.1432,4.768308,796.3601,13.707068,272.0412,-4.8939395,56.150623,31.793283,46.764282,-20.80171,58.689297,-0.9703448,72.408775,-22.142345,40.25371,-6.7112994,35.159058,-5.8971477,25.62216,-17.139687,31.830214,-12.666002,46.258324,-13.709528,29.22563,-4.571348,38.976833,-5.091762,40.408024,-9.823643,19.635393,-4.23493,29.667282,-9.1911,30.541477,-2.5011659,36.487125,Acoustic_guitar
E:\LICENTA\instruments_equalised\Acoustic_guitar\673defaf.wav,66150,0.15849334,0.08136,0.09071898,0.006898689,993.9139289545377,57319.07129687903,1495.0692979869089,40858.27362970937,1331.083233173077,645664.1103041949,0.04267578125,0.00012117752662071814,0.12969548,0.06651241,117.45383522727273,-365.93616,11947.854,89.387,300.39066,18.846107,375.40762,14.786914,64.6833,-12.200763,66.33868,-2.0705411,18.754328,-1.7164544,11.862928,-18.110472,17.94919,-13.766993,20.752363,8.564023,14.537746,4.7520566,6.4357505,7.9460797,5.853388,2.2267191,16.311108,13.440533,44.749905,5.042921,52.990925,7.926967,19.862411,14.843382,25.191133,11.843012,6.6156588,11.018876,30.284094,7.866461,19.244913,Acoustic_guitar
E:\LICENTA\instruments_equalised\Acoustic_guitar\70ca9c77.wav,66150,0.20630087,0.09097245,0.11818415,0.0016731581,346.16186947919635,131264.5792787614,543.348522415393,77368.9188984883,533.1952373798077,535825.8645645966,0.02378680889423077,0.0006495447694902589,0.12260669,0.06830094,117.45383522727273,-440.82446,10186.885,167.36784,2906.6965,90.246254,2514.3987,50.04907,1617.8584,30.19541,642.78827,19.35864,363.7887,5.964859,156.545,-0.34303448,113.78219,0.10544692,39.19339,-0.17618912,47.58759,-4.694169,70.057655,-3.3320744,93.7875,2.0627592,42.134598,4.966543,24.58543,3.186255,10.194584,-1.8071015,22.219677,-9.45714,70.82775,-12.099508,80.20847,-9.029884,33.211613,-3.5823905,15.879265,Acoustic_guitar
E:\LICENTA\instruments_equalised\Acoustic_guitar\7506dcc4.wav,66150,0.1142469,0.076705605,0.027033528,0.0010469595,1249.482669320587,43717.47650504723,1163.4772423184836,220430.72482949862,1120.6375826322114,282066.598452372,0.08842022235576923,5.3860717976587054e-05,0.09633956,0.07405202,0,-548.89606,7262.973,23.749329,711.5766,-8.947492,44.49584,-18.136902,197.99693,-12.55788,73.29483,1.250813,40.75084,12.531329,36.993954,19.220993,65.4541,12.630013,133.76506,-6.831803,19.737667,-21.21097,43.829155,-12.942326,9.639186,7.4255257,71.31052,18.51907,69.06496,12.883982,36.287262,0.10885538,25.758095,-10.371415,17.543129,-14.541694,19.559721,-11.266181,21.042429,2.2976558,35.13314,Acoustic_guitar
E:\LICENTA\instruments_equalised\Acoustic_guitar\8da75280.wav,66150,0.15797597,0.09036014,0.14391273,0.0065878015,293.15308219638905,19877.338052209085,474.01327815238307,64095.31324103496,322.9152268629808,140898.61630014415,0.0197265625,1.5537555401141827e-06,0.091106735,0.075032905,117.45383522727273,-467.56448,2855.9893,87.82895,436.38358,58.55073,166.59947,40.446236,31.840618,27.767496,43.837246,21.075516,21.27221,13.061416,15.6290865,3.6707888,5.805439,-5.5868173,20.710014,-10.585339,29.89083,-11.966727,11.505357,-10.345854,5.4560175,-9.791907,10.070292,-11.480862,10.287338,-14.025199,20.041105,-15.279814,56.57768,-16.236174,33.913612,-15.803322,10.143435,-14.541177,19.17255,-15.640236,16.669943,Acoustic_guitar
E:\LICENTA\instruments_equalised\Acoustic_guitar\9923ddf8.wav,66150,0.069132015,0.049118586,0.011497541,0.0011817658,1237.8847055378965,1492552.4813331878,1044.5225875328667,1173666.5449463776,2076.546161358173,5690905.828351134,0.08999774639423076,0.007042969317125851,0.18828972,0.047880314,0,-571.2743,6881.4106,9.18162,290.1748,-3.9631226,93.50753,-2.244748,69.107315,-0.30470148,6.2782493,0.37113503,21.829803,-0.79195994,36.29715,8.3158045,155.40108,11.1683655,190.66422,4.259388,49.12558,-9.152801,94.582375,-11.722072,220.81041,-0.4662549,24.916876,6.722765,79.67053,3.2462504,26.949066,-0.6983519,35.678932,3.9083471,40.92634,1.420083,13.030972,-12.623724,268.32385,-10.079011,157.04341,Acoustic_guitar
E:\LICENTA\instruments_equalised\Acoustic_guitar\a25423a8.wav,66150,0.2605448,0.10655496,0.08574958,0.0023788256,360.83282283245217,89995.90058377698,597.8865748924376,166494.3462875405,559.2835411658654,601613.1460878623,0.016973407451923078,7.642894101566113e-05,0.12596953,0.067465015,117.45383522727273,-427.79123,10542.242,129.30147,1382.2642,49.479538,1077.2446,35.208496,348.5652,28.09783,116.73361,26.48589,59.62943,17.851051,46.561993,-0.9476138,37.572727,-19.536497,100.44046,-22.727442,68.28342,-15.478589,26.574244,-9.536073,44.923977,-13.531982,18.904314,-19.985374,18.050812,-21.655931,41.925926,-23.264057,61.948483,-20.411177,44.41029,-11.427755,32.607082,-4.8948545,27.765915,-0.3019475,57.612583,Acoustic_guitar
E:\LICENTA\instruments_equalised\Acoustic_guitar\a6728901.wav,66150,0.0944494,0.063889295,0.059742633,0.010361411,1096.6820358170878,846869.7643059908,1357.2328428164176,814681.2220426144,1790.8999399038462,3521402.780446217,0.04107947716346154,0.0010537932046066378,0.13681936,0.06461379,117.45383522727273,-448.92957,8473.435,31.967056,727.66986,7.9259005,44.63907,0.8410655,12.997705,-4.116099,39.73238,-2.039767,6.055191,-4.801014,14.636476,-4.678973,17.525269,-9.486528,71.005135,-8.593245,83.05155,0.18892094,14.820068,14.906969,117.845146,25.468626,365.7147,27.334822,453.26965,10.429259,64.22039,-5.667796,37.30599,-12.03839,122.855156,-3.722467,15.269136,5.9255223,42.6334,2.826794,20.9094,Acoustic_guitar
E:\LICENTA\instruments_equalised\Acoustic_guitar\b2261238.wav,66150,0.18651374,0.080817744,0.11520832,0.0038359214,1744.223745693627,179922.0212058252,2438.1825958048994,69129.65850854982,4127.335298978365,2143964.8247839077,0.04560922475961538,0.0007621533913019847,0.15207915,0.060205262,117.45383522727273,-229.8508,1779.7227,86.8413,183.71349,24.826908,194.6866,20.874554,68.6918,-5.0785475,164.29533,10.112823,47.90057,-12.261843,36.581738,5.514735,44.87467,-5.063153,29.274927,-11.376887,59.661644,-11.756436,58.983295,-18.939589,17.301205,-21.555882,66.086685,-28.410715,54.47288,-26.191475,23.031902,-15.003694,18.4537,-13.014438,16.170197,-4.513911,23.306383,-6.5529976,31.744295,0.8555393,15.242381,Acoustic_guitar
E:\LICENTA\instruments_equalised\Acoustic_guitar\b88322f6.wav,66150,0.12378127,0.077663146,0.032107133,0.0020170016,521.0005144724889,6410.809029799209,774.3502381331415,30370.941735283515,459.23696664663464,23654.239761935183,0.03687274639423077,1.470211694931843e-05,0.09401302,0.074494876,0,-473.19836,3288.784,51.545517,1379.589,30.836899,271.7677,15.706993,79.563286,3.0083163,52.56645,-4.932519,68.09369,-9.142154,82.75783,-11.402946,67.54768,-12.665292,41.582558,-13.129524,22.047232,-12.429447,15.657688,-10.689999,9.442398,-7.1687307,9.565997,-0.4639935,14.807414,8.381785,19.451109,17.17049,32.52117,22.283875,51.55879,21.13201,44.541195,14.22727,16.556044,5.19002,6.9278007,Acoustic_guitar
E:\LICENTA\instruments_equalised\Acoustic_guitar\bb1f5874.wav,66150,0.2295418,0.08780991,0.04948705,0.0035453832,1228.4175395951427,40166.31161771771,1944.9189748330223,15341.555748152934,2000.765850360577,389349.58282927785,0.04552659254807692,0.0003607045828238042,0.16026232,0.05764933,35.888671875,-372.98172,11453.348,106.96022,375.81403,24.047928,315.00156,20.734426,106.905556,2.2608445,30.585972,7.1416025,8.371762,0.99781376,21.144747,1.8984847,18.440632,3.3859231,6.936622,13.240794,17.54492,8.698157,20.204035,-2.084754,50.910374,-3.5614426,5.925734,4.0888753,28.228222,-4.7970304,37.978775,5.3010206,8.187311,7.4149895,33.07589,3.3957675,66.247536,9.298995,10.706579,6.9459357,28.171747,Acoustic_guitar
E:\LICENTA\instruments_equalised\Acoustic_guitar\c7846d27.wav,66150,0.14800136,0.078734346,0.0124999,0.00082193996,1788.3565971798555,185812.2939278332,1947.216262156878,392325.434687951,3345.6800255408652,1673927.5244044482,0.07422626201923077,0.0018190420026609885,0.15488006,0.0593455,0,-601.2934,11651.04,35.242737,41.13276,-12.927074,629.1459,-0.64371,62.522297,4.8394437,67.830315,1.5217084,192.31433,0.4052749,24.537683,-4.8250966,59.39419,-13.702139,40.14353,-14.492982,31.37393,-9.017007,40.367107,0.4330766,28.784334,7.162206,45.48417,11.889544,127.75649,15.921646,218.30638,13.317538,148.1053,-4.172835,40.099937,-16.34504,45.00146,-13.623243,44.710606,-0.75812215,122.929596,Acoustic_guitar
E:\LICENTA\instruments_equalised\Acoustic_guitar\d8a257e5.wav,66150,0.21827559,0.083456874,0.035364326,0.0026435545,673.885881223985,165909.31136702467,1136.3780782432532,276857.5011155169,949.6970778245193,1377876.4065292813,0.029124098557692307,0.0002488974847737148,0.15741086,0.05855515,117.45383522727273,-442.74933,13327.9,94.876434,1243.244,39.716385,674.9967,33.983738,172.60727,17.051363,40.749386,6.450844,73.709404,-8.222922,77.50096,-21.477524,192.80434,-23.705833,38.405148,-15.556465,71.133545,-14.285214,28.448103,-15.541351,26.465347,-23.012741,92.27571,-23.562809,142.97412,-12.5511265,36.79524,-5.095274,11.421487,-2.9585316,19.082241,-0.1690557,21.894468,0.5673551,38.367958,-1.886995,23.282253,Acoustic_guitar
E:\LICENTA\instruments_equalised\Acoustic_guitar\e92bf0fa.wav,66150,0.19189876,0.094308846,0.08245292,0.0075073657,1141.109685692021,71224.2692834594,1700.9400995105616,53856.083484688046,1886.0601337139424,698204.8556847331,0.048291015625,0.00015048925693218523,0.14531495,0.0622169,117.45383522727273,-363.29614,13140.159,85.11498,491.45703,18.058249,144.33708,18.835823,77.96171,-7.41333,87.53876,1.3984344,16.152508,-3.754612,39.68884,-1.0023305,9.959621,-1.2259976,15.9722805,10.647422,18.410318,6.4301867,13.060078,-3.1024752,16.528105,-4.557907,35.450096,13.812423,8.555785,-2.7067673,100.67507,-4.1730385,18.42898,5.1271634,17.125555,-3.3469682,13.828071,-3.5427744,18.73011,8.020085,23.832466,Acoustic_guitar
E:\LICENTA\instruments_equalised\Acoustic_guitar\fa4d4a92.wav,66150,0.15639767,0.08616184,0.10231536,0.012949145,477.6285057279101,45709.33996373726,857.6463054947931,115678.9535752452,669.1028771033654,342633.89200532937,0.018611027644230768,1.2451445562599679e-05,0.09286261,0.07470987,117.45383522727273,-422.68744,6550.8325,70.492165,1246.2036,17.059252,436.4288,8.99334,198.49915,5.110332,119.918884,2.8760397,25.153639,0.1430968,26.291552,-1.2935658,35.082012,-4.689424,25.288195,-12.816666,41.55727,-15.44594,35.2272,-9.805557,24.595045,-8.78814,12.861887,-12.805513,39.38398,-15.000167,80.916824,-14.56715,36.304325,-11.667633,10.24729,-8.934079,13.864122,-10.777346,14.028083,-12.832758,20.366117,Acoustic_guitar
E:\LICENTA\instruments_equalised\Acoustic_guitar\fc55d588.wav,66150,0.17524105,0.08545861,0.1288334,0.011531833,518.5731524775179,21579.130859086894,797.2497401100206,84583.99742420886,700.7401216947115,120747.38098139594,0.026299579326923075,0.0001222161287386742,0.11013303,0.071204044,117.45383522727273,-414.2715,5095.5903,118.20286,1006.2376,37.933304,270.4271,5.8956327,100.51503,-0.3387694,78.937965,-5.09849,16.472946,-10.364833,55.10072,-10.9037695,24.722048,-6.7999477,15.873655,-2.6948085,44.756226,-4.433442,23.65142,-9.867732,14.96714,-13.637878,23.430304,-13.020399,18.955877,-11.680098,15.842155,-18.458065,23.703487,-27.918686,23.513449,-23.092108,33.145954,-10.941101,34.89248,-7.2848706,15.794073,Acoustic_guitar
E:\LICENTA\instruments_equalised\Bass_drum\01c2f88b.wav,66150,0.54340655,0.14445056,0.03640704,0.010390065,2576.9501545328235,5905218.026537447,1818.0660909714934,2111601.0677276347,4603.633188100962,18540492.163958777,0.169775390625,0.030364706516265872,0.22678678,0.031901084,117.45383522727273,-465.74316,3218.5122,13.500556,1214.3501,6.1087675,264.48956,7.504616,305.55612,4.426528,130.5198,5.0301166,118.876396,5.5420046,137.01102,5.523515,136.13025,5.1012073,114.55695,4.0656085,76.71967,4.040315,70.70458,3.3917491,54.356506,3.3229728,47.491764,3.1494849,43.1005,3.0121982,37.398262,2.6516695,28.300503,2.0772667,18.703505,1.7155222,12.437707,1.3809401,8.4099245,1.3741138,8.32995,Bass_drum
E:\LICENTA\instruments_equalised\Bass_drum\03fc1f96.wav,66150,0.21115316,0.10445295,0.0068932716,0.0009248815,595.4201092647203,1342861.3032955504,806.3479611659076,1083302.4157216572,1023.7381685697115,4414315.3240500465,0.026697716346153845,0.005013026513996914,0.25753772,0.017007658,117.45383522727273,-564.69714,7388.6226,26.886042,1887.3949,11.865026,435.38834,10.237553,223.7256,8.404908,138.32655,6.465391,90.56606,3.4641821,25.090912,1.8772001,15.437601,-0.4673862,6.066403,-0.62193614,5.4947567,-0.9074987,5.1689835,-0.67432463,9.542803,-1.0492467,5.019367,-0.75464654,7.286054,-0.07260139,3.3397422,0.1725598,2.6094124,-0.46291175,10.02717,-0.22554845,2.2329125,-0.77424294,3.1578338,-1.019253,5.147277,Bass_drum
E:\LICENTA\instruments_equalised\Bass_drum\0ddb4bdf.wav,66150,0.5570739,0.14377858,0.013436493,0.0026515801,2709.65408225753,5944543.4488429865,1908.0941638914742,2064032.84878919,4770.846792367788,18919911.371722907,0.17963115985576922,0.030730033414603692,0.255476,0.018065345,117.45383522727273,-522.4453,1697.379,10.696321,1049.1506,5.8367534,221.8704,5.508159,180.17538,4.0055785,83.0125,4.387494,97.768265,4.4641423,103.058945,3.8010337,73.743324,3.6371386,65.14099,3.0790024,49.862957,3.2425547,50.248814,3.0922725,45.59922,2.834173,37.210773,2.6417325,31.806168,2.0805514,22.084341,2.0101101,18.81446,1.8569915,15.225899,1.5666741,10.9844055,1.4144325,8.90587,1.3558089,8.318985,Bass_drum
E:\LICENTA\instruments_equalised\Bass_drum\3a9085ca.wav,66150,0.3662877,0.16555287,0.11708382,0.07780956,1567.2476124010318,4856430.945740727,1190.3841473900266,1976692.2440417334,2793.7674654447114,15312646.245344188,0.10192683293269231,0.0245385841646138,0.22552173,0.03247329,117.45383522727273,-377.24634,15183.143,22.598516,2925.152,5.691532,366.5025,6.4281063,255.67271,4.0277786,139.46445,2.562847,35.718967,2.6613052,53.00331,1.823203,25.086996,1.5225173,21.520533,1.5888556,15.483653,1.0773703,12.395808,1.5151365,18.237309,0.718168,7.5680118,1.3421943,11.194751,0.5195562,3.7877471,0.97191197,7.8925743,0.49407455,5.5936985,0.9199209,6.744623,0.6333388,5.816453,1.074552,8.486373,Bass_drum
