filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
E:\LICENTA\IRMAS-TrainingData\cel\014__[cel][nod][cla]0041__2.wav,66150,0.2678917,0.077312306,0.029191513,0.00016007999,1216.5685455790433,90376.1767911334,1683.7391227429268,82404.83184047848,2373.2074444110576,424809.82656538836,0.04779522235576923,0.0002162809908037355,0.24054053,0.025473595,89.10290948275862,-296.03714,3783.517,149.59988,394.74213,-10.050241,74.10866,29.27503,56.76206,10.328418,74.482574,6.3702846,29.905748,-4.5975895,35.083477,5.743976,20.865053,2.7045007,34.15963,1.5342677,71.31048,-3.0722477,52.24197,0.50441235,48.74855,-1.8818966,25.480387,1.3429735,23.872149,-1.9490756,40.036186,3.44899,15.023839,-6.0689435,27.54229,-5.255287,51.861187,-8.22729,28.878576,-2.4381888,20.74609,cel
E:\LICENTA\IRMAS-TrainingData\cel\014__[cel][nod][cla]0041__3.wav,66150,0.25460678,0.08220197,0.03021737,0.00023165254,1644.8674481150886,118673.01284427792,1968.7908690452725,53502.87307709852,3253.584172175481,424189.6218253663,0.07351637620192308,0.00031214495382365394,0.20296267,0.042139485,135.99917763157896,-286.1123,3570.4148,111.3704,596.9274,-16.798708,105.28224,34.643585,47.51782,12.450843,88.80171,5.375917,43.83492,-4.9483314,41.522762,3.590188,31.614544,3.7040377,39.135284,3.6372037,54.52674,-5.483063,26.083004,-2.8558352,71.06648,1.1899886,29.094172,6.467315,18.651798,-4.558073,40.755814,4.310729,64.94622,-5.2967916,49.542347,-2.2575574,26.559853,-1.9198308,36.798595,8.406456,158.02307,cel
E:\LICENTA\IRMAS-TrainingData\cel\027__[cel][nod][cla]0027__1.wav,66150,0.27173212,0.08342226,0.056493357,0.0004319571,1694.5040342774037,43780.593313872174,1444.996426269195,6978.970372750076,3100.6156099759614,59662.95520144807,0.12861703725961537,0.0009726990045175045,0.21748947,0.036031663,123.046875,-233.75928,1005.00684,138.96988,303.62326,-53.819653,100.22221,67.39507,51.824318,-7.0874505,28.91776,-6.690072,32.850048,-18.295973,55.987057,-6.9933596,45.51425,-5.515205,23.209822,-5.799131,26.850689,-4.9377127,40.227074,-3.4089093,25.871233,-4.926648,46.24544,-11.242492,50.942463,-4.462237,52.79599,0.26144692,72.97006,6.4158845,83.14647,2.4113243,86.50356,-2.7606134,54.012306,-7.0001907,226.5183,cel
E:\LICENTA\IRMAS-TrainingData\cel\027__[cel][nod][cla]0027__2.wav,66150,0.30498326,0.09080727,0.051116392,0.00010327253,1649.2998352222442,28924.8643304533,1461.3667863431888,1908.2000282237543,2969.5943509615386,30060.271554585743,0.12816631610576923,0.0006546249192141922,0.24079368,0.025351746,143.5546875,-256.7759,256.67554,133.69775,88.74282,-47.350517,135.2836,76.7428,50.569584,-2.9936244,47.38951,0.5159764,40.951786,-23.568817,32.181114,-8.917126,22.10393,-9.761238,27.440126,-4.789398,19.250887,-3.2177215,25.637897,0.43381023,21.296299,-4.2709627,34.013165,-6.7750883,25.649645,-9.010669,16.855381,0.6211655,19.005175,13.235047,34.69334,15.008722,26.794228,2.1580594,47.967487,-11.659397,110.98715,cel
E:\LICENTA\IRMAS-TrainingData\cel\027__[cel][nod][cla]0027__3.wav,66150,0.32565236,0.091232985,0.051038414,0.00022397537,1513.0710977412227,29984.13932157656,1486.7690262209771,3751.1375718621866,2840.643592247596,45716.600113683904,0.09759615384615385,0.0008531717718000243,0.1949662,0.04532151,143.5546875,-265.4896,217.65111,131.96342,85.96077,-44.577072,106.5026,76.94922,79.78693,5.8816633,43.37428,2.1856933,33.168396,-17.39647,29.174335,-1.8229693,42.088936,-1.1510468,35.891327,-3.3825054,55.75062,-3.8447502,33.13783,1.7220755,21.546154,-2.0437791,40.72922,-4.2060213,44.999973,-1.9907258,45.422802,-8.931625,35.907684,-12.988835,40.489098,-11.020295,50.691902,-3.922749,26.269117,1.4584973,58.374718,cel
E:\LICENTA\IRMAS-TrainingData\cel\031__[cel][nod][cla]0020__1.wav,66150,0.19831023,0.09637357,0.01060087,1.7465556e-05,1615.4043684885874,659911.2228769157,1829.9939438071058,311053.9295830305,3097.219989483173,3209448.2809891,0.048208383413461536,0.0007630413805944679,0.15190148,0.060259268,123.046875,-446.34442,4011.5088,108.33139,1335.331,-29.426872,106.61316,14.767774,44.680748,-2.1724176,79.91884,3.5408127,95.61047,-3.0582616,53.344093,-0.98664445,108.376274,-4.6486177,26.076826,-3.0324533,15.889065,-9.610807,35.159462,-9.39415,25.36251,-13.034298,25.21897,-7.7153487,25.203009,-9.336559,21.649784,-6.868502,37.545467,-7.1405077,18.058323,-5.5648184,14.535495,-10.431087,15.72776,-5.510309,13.412696,cel
E:\LICENTA\IRMAS-TrainingData\cel\031__[cel][nod][cla]0020__2.wav,66150,0.2229142,0.08885927,0.0145105235,2.843518e-05,1690.9888412956202,31915.708169449306,1896.9545665182186,27158.492153065323,3162.813439002404,164728.69048488914,0.07494741586538461,0.0002462982990332609,0.18603374,0.048724785,129.19921875,-366.14618,388.9873,104.8143,354.98587,-32.85504,108.484344,17.025072,67.76463,-0.42661133,39.420288,2.7020934,37.53155,-7.3900795,32.48421,-4.873702,28.38947,-10.041278,35.605545,-6.364242,23.713882,-16.48768,55.78476,-9.878792,38.228157,-10.820115,20.52884,-1.4491566,80.237366,-8.9002905,132.33261,5.12166,58.662216,4.65005,108.1506,10.424463,123.518776,3.0050676,108.76006,1.7886523,33.858593,cel
E:\LICENTA\IRMAS-TrainingData\cel\031__[cel][nod][cla]0020__3.wav,66150,0.20540267,0.083711185,0.019609123,7.5858334e-05,1495.0135010303488,34315.724496318755,1776.3310525635861,39962.714885669644,2855.716834435096,230100.27295629654,0.05131460336538462,0.00022605912925223625,0.17860226,0.05143456,143.5546875,-367.33084,817.28955,116.25909,286.9176,-30.364431,102.79776,20.466068,27.839905,-0.30256468,22.274828,1.1955175,41.543846,-10.531718,15.528705,-11.000976,27.188635,-11.677304,17.865583,-5.3138003,32.603825,-20.458496,66.75011,-12.54258,37.592636,-13.000894,30.404703,-6.0119486,26.84588,-13.426774,36.176968,-6.6290536,19.255878,-9.398049,18.732565,-3.8646944,26.279196,-2.3150773,68.42217,7.1723237,196.80046,cel
E:\LICENTA\IRMAS-TrainingData\cel\032__[cel][nod][cla]0033__1.wav,66150,0.23969519,0.08960831,0.03604132,0.00014628778,1455.8114504042107,63806.43643672902,1784.8199953828364,49406.079601175916,2673.015887920673,217780.65550133318,0.060467998798076926,0.0002813515437425241,0.23009397,0.030390097,143.5546875,-274.153,831.0026,130.38194,406.1953,-24.647694,49.331955,16.49943,55.483902,3.2983723,27.330124,-6.291122,20.686954,-5.1423416,33.85836,-3.1507504,26.373512,-3.4410746,30.940174,1.2728105,20.597958,-13.310599,31.08081,-10.105808,29.217207,-18.155457,33.22877,-3.2186735,26.778622,-4.912097,50.419754,11.076564,85.15377,6.0910187,74.68964,11.667911,62.79895,4.4809504,121.266014,3.627544,158.59753,cel
E:\LICENTA\IRMAS-TrainingData\cel\032__[cel][nod][cla]0033__2.wav,66150,0.2648707,0.08928346,0.05589343,0.00032174474,1352.9192815389995,41571.93484302149,1693.9269594324342,37515.632230191244,2460.251277043269,153916.84548897154,0.05850360576923077,0.00014177390104214821,0.23797393,0.026701747,143.5546875,-233.08928,1086.9828,140.11154,246.3832,-23.34376,33.741158,17.718248,23.004778,2.3697166,22.804523,-8.729357,19.425282,-8.455382,22.053139,-3.01359,17.641993,-5.8187084,19.370035,-7.5449724,24.208124,-18.876019,26.142973,-9.584662,15.404491,-16.53878,30.267908,-6.262716,29.51051,-5.973441,42.076515,8.542745,44.965687,0.071978055,49.518555,3.8592892,56.740242,-4.1256385,50.386845,-7.2652082,45.030296,cel
E:\LICENTA\IRMAS-TrainingData\cel\032__[cel][nod][cla]0033__3.wav,66150,0.20146793,0.08664323,0.07003985,0.000806029,1529.4783194156032,50897.333745592594,1801.9449607506904,23319.273483167475,2887.188439002404,171066.82350822457,0.05669320913461538,0.00040324741566674947,0.21312714,0.037910152,143.5546875,-224.3763,384.12103,120.19264,84.45549,-29.450563,40.098995,20.670143,30.136066,-2.3498049,18.48807,-9.168961,16.617926,-11.979221,18.104933,-8.298072,16.04446,-12.384679,30.660471,-10.069235,21.858034,-19.412819,25.311934,-8.558622,32.264122,-9.28722,53.01753,2.1674352,83.67106,-0.34875816,88.63577,4.3182735,49.052006,-1.3844508,26.35494,2.1929703,56.761013,-2.1741042,71.34986,0.67127556,47.891537,cel
E:\LICENTA\IRMAS-TrainingData\cel\033__[cel][nod][cla]0031__1.wav,66150,0.18649366,0.08106231,0.04987779,0.00023313364,1808.941799788335,120957.13158030891,2004.2034220067055,71817.06720160341,3430.322077824519,618944.3635435852,0.08788686899038461,0.0006406398778836403,0.2023632,0.04238247,117.45383522727273,-238.75017,555.7177,104.10183,532.0496,-17.23152,147.83592,22.299358,32.956,1.5480664,33.23385,-8.804027,35.376526,-11.249044,24.834362,-6.980821,20.60057,-5.51744,27.39869,-2.3803496,29.401833,-16.895178,30.82091,-5.2514935,66.957275,-10.579926,170.17589,8.15152,311.5413,10.78759,191.29948,17.723522,57.946262,3.151046,340.0865,-0.030352313,363.69632,-5.0679193,64.628654,-2.0774796,80.58048,cel
E:\LICENTA\IRMAS-TrainingData\cel\033__[cel][nod][cla]0031__2.wav,66150,0.27255446,0.08096817,0.051942658,6.7496156e-05,1340.6422101037551,44312.65109502397,1679.569445661454,37741.840865979175,2564.6044921875,132707.37983080058,0.060787259615384615,0.00026366617552627474,0.21034172,0.039089687,112.34714673913044,-225.2763,711.98846,141.47586,248.19994,-25.077454,66.233246,27.852472,39.72732,3.936408,35.366665,-1.6929394,41.956856,0.5265855,18.637518,1.9652544,31.800549,0.24449745,45.613857,3.6269794,28.730286,-8.7243805,47.606693,-2.3096333,40.492134,-15.068482,27.122765,-5.69724,29.470226,-4.4914308,27.176056,-2.9266489,29.566185,-12.162288,26.704086,-7.675454,32.083996,-11.946975,29.961838,-5.9456596,42.346176,cel
E:\LICENTA\IRMAS-TrainingData\cel\033__[cel][nod][cla]0031__3.wav,66150,0.21789609,0.081938185,0.054602616,0.0003656645,1431.4568552561423,120659.22273568608,1744.2996467495136,78307.68656289275,2632.516902043269,472503.4407491515,0.06717247596153846,0.0006027036023563182,0.21713601,0.036185283,123.046875,-237.63635,1020.9059,135.38647,596.7227,-21.398258,59.083992,19.300589,77.36843,3.7359693,27.297697,-8.083306,20.545347,-7.2360945,40.84951,-3.3456647,63.115265,-3.429342,68.43576,-2.2411804,32.862743,-11.816205,37.898003,-1.8975358,43.63838,-10.624514,83.18064,0.8250534,77.9621,-1.8912448,62.66192,7.980233,86.36984,-0.12618807,102.12763,0.061786123,64.17051,-4.2989864,60.189583,-0.62200296,117.66907,cel
E:\LICENTA\IRMAS-TrainingData\cel\038__[cel][nod][cla]0039__1.wav,66150,0.1930607,0.088690735,0.01921047,0.00020746254,1847.5361606126087,244903.43257343373,1946.4527492464706,68302.1162438012,3478.771784855769,935809.5511220616,0.08390549879807692,0.0014453330547851923,0.20451757,0.041505903,103.359375,-387.61185,8853.175,85.952255,592.0254,-21.222828,227.67256,23.779778,72.89653,2.829047,60.91527,-3.6813042,36.95421,-13.471856,53.848766,-5.661207,28.632557,-7.5896416,29.364702,-5.4862933,28.637897,-4.3465424,49.171783,4.2530723,94.325005,-9.874664,182.10141,-3.177573,77.98477,-4.069782,77.163185,-4.3496823,274.08746,-1.7253113,316.78534,6.096932,106.25701,-1.8695009,30.763643,-5.2088647,187.41965,cel
E:\LICENTA\IRMAS-TrainingData\cel\038__[cel][nod][cla]0039__2.wav,66150,0.21820232,0.09914171,0.01738837,4.0361112e-05,1978.196536947842,137960.01960260668,1970.3997515118067,19674.961733547265,3626.853966346154,365653.12497206696,0.10381234975961538,0.0014482919845355332,0.21036111,0.039081533,123.046875,-368.08612,2934.5667,81.66474,714.3548,-24.482508,208.72287,29.79621,26.487373,0.29706714,19.14642,-11.545983,96.83961,-17.064396,33.112556,-4.017664,32.506252,1.4831362,74.0514,8.2526245,147.27635,-0.1255066,130.20015,-4.83566,102.149124,-31.724808,273.1122,-15.853296,102.291954,2.2086623,197.58951,11.315457,269.85056,8.045457,263.1781,22.360907,225.20015,13.834518,191.01976,-9.012752,69.96578,cel
E:\LICENTA\IRMAS-TrainingData\cel\038__[cel][nod][cla]0039__3.wav,66150,0.33771315,0.08570766,0.03597195,0.00019634586,912.8694414619167,19750.123845337457,1292.2155931457464,19334.119514153525,1798.2709209735576,82221.78800716203,0.03678260216346154,7.819171487932373e-05,0.23090379,0.030016767,75.99954044117646,-315.56204,681.64856,178.94287,183.1085,-22.384493,42.52352,28.431355,55.536224,18.955463,30.194471,-5.8453555,20.163769,-12.326649,16.95237,-0.6581111,26.992346,0.30878174,21.991549,0.8834352,14.19794,-2.782877,26.444456,-4.8396025,21.611189,-16.607077,16.61144,-13.213674,21.33176,-15.419876,23.644903,-15.466453,29.111053,-7.409744,18.837452,-3.3989499,31.327156,-5.6387835,15.191649,-4.3536406,14.480462,cel
E:\LICENTA\IRMAS-TrainingData\cel\041__[cel][nod][cla]0023__1.wav,66150,0.31314385,0.09571091,0.02458057,3.4830016e-05,1439.782828954619,16995.968427058888,1656.4338227455778,7154.5088483488635,2889.093299278846,64673.48517412265,0.074462890625,0.0002839794525733361,0.23261867,0.029221892,112.34714673913044,-324.1074,182.3342,126.22224,95.63409,-29.388914,54.884586,60.691933,70.45439,7.58077,26.282854,17.337368,34.518734,-9.919701,52.197105,7.42468,30.458668,-2.5151842,40.716557,12.426422,38.52689,2.6787076,38.109108,-5.274323,39.171574,-10.755929,28.107325,-5.97506,34.810776,-5.6023636,34.82325,1.4067012,35.502335,1.923934,36.733696,-4.56991,39.115677,-6.320106,35.127014,0.1292315,61.661625,cel
E:\LICENTA\IRMAS-TrainingData\cel\041__[cel][nod][cla]0023__2.wav,66150,0.1914638,0.08210729,0.049551487,0.00028624616,1316.0657377473644,12572.04113525476,1504.387362002126,6072.202496008448,2719.1466346153848,78071.14220638953,0.05706505408653846,0.00020402904092912843,0.18843763,0.047824595,117.45383522727273,-291.50293,478.4259,135.60603,144.25674,-27.94134,101.51114,64.24138,50.756023,0.7069559,49.20322,6.83741,30.297716,-11.155178,37.399242,-3.1630902,28.204647,-10.127357,22.612177,-1.5004541,32.51507,-4.971325,25.415733,-8.244908,19.110727,-5.661189,23.908731,-8.935953,77.430115,0.47165552,49.518368,11.2121315,92.9041,12.959394,176.88362,3.7051504,168.36473,-0.21881533,117.33921,-3.1626139,106.4947,cel
E:\LICENTA\IRMAS-TrainingData\cel\041__[cel][nod][cla]0023__3.wav,66150,0.23926947,0.09377788,0.054909393,0.0007017331,1288.9788703321449,32892.36400365226,1507.9073921549004,7539.053272991711,2716.9933143028848,92460.87989313364,0.04928260216346154,0.00037304140406952806,0.20364748,0.041861035,112.34714673913044,-272.2119,256.98557,137.69069,231.2556,-34.657288,207.9731,56.678337,49.73689,0.39572707,86.884674,6.2568393,35.03462,-2.415246,39.865032,1.426071,68.85796,-6.6975694,65.28272,1.032635,46.040775,-0.25222915,46.71247,-7.4087477,26.708094,-3.153941,26.588154,-6.2648363,48.20908,0.25653675,53.666874,4.52277,142.67122,10.723626,201.5015,3.3443167,223.00813,-2.283862,86.951324,-6.0591197,75.236496,cel
E:\LICENTA\IRMAS-TrainingData\cel\042__[cel][nod][cla]0042__1.wav,66150,0.25584835,0.074045025,0.019009244,2.4855646e-05,1519.3680057902882,27236.99653149957,1832.017835259481,22899.957197968328,2767.099421574519,92966.708233688,0.07981520432692307,0.0004935710387822438,0.240947,0.025277875,95.703125,-323.13373,877.50555,119.71864,236.42627,-19.008383,182.93896,25.16266,53.668613,9.871171,44.830063,2.3693912,47.27801,-9.093282,27.064434,2.1310294,38.60726,1.6332811,41.121357,2.2565844,49.45922,-6.3333926,28.536377,-2.4369895,47.33306,-6.17935,17.476437,-0.30392796,50.47403,-5.1039276,30.973606,3.7052479,25.489204,-5.7744336,28.19444,0.19061655,61.058517,3.6222422,99.606316,10.543132,97.583275,cel
E:\LICENTA\IRMAS-TrainingData\cel\042__[cel][nod][cla]0042__2.wav,66150,0.26028314,0.08295202,0.015749363,3.793669e-05,1636.0811382916772,36949.472906076495,1927.7660194601333,29711.87256766783,3133.495154747596,167822.14167855197,0.08540414663461539,0.0005311762228519959,0.21533442,0.03696442,135.99917763157896,-339.35757,1636.5673,110.447556,191.24715,-17.644655,202.06566,29.840925,77.61264,6.2556105,56.33424,1.5067253,72.14344,-6.9028497,30.398918,-1.6428632,72.16529,-4.317362,52.765015,0.3412905,36.795906,-6.598396,51.183453,-8.79939,37.294357,-1.0750488,51.148514,4.53974,43.347122,-7.5475307,32.775017,2.1827803,33.48326,0.04151893,33.607933,2.7169874,58.857296,-1.6602027,28.49009,9.580974,24.871016,cel
E:\LICENTA\IRMAS-TrainingData\cel\042__[cel][nod][cla]0042__3.wav,66150,0.26192486,0.08215608,0.014607347,6.0236627e-05,1532.9884697204773,28506.551299019917,1812.005244934615,59556.28362575941,2890.5840594951924,269367.47084411647,0.08906625600961539,0.0003191276555936012,0.23055059,0.030179761,89.10290948275862,-369.10696,2686.102,115.69455,125.41455,-21.341883,249.29443,32.86875,111.59305,11.184041,52.479294,4.091245,35.3295,-7.4062867,52.722454,1.0289687,38.936398,-3.411177,42.17827,1.7608027,23.031801,-10.528749,28.650023,-12.384818,25.828884,3.8807862,70.12982,7.229356,56.213238,-1.208848,115.397125,4.873871,106.39496,0.6711788,60.439217,0.10348176,43.857346,-7.092907,60.037277,12.238032,58.60436,cel
